"GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
4188,705.234662485209,3.84916882585444,0.259959375826269,14.8068090009065,1.32377084623462e-49,6.11133395080315e-47
1311,347.76862225504,6.05117277844404,0.409493780348482,14.7772031440733,2.05525096980837e-49,9.33015431927341e-47
9099,312.034309605083,-3.64973915914251,0.248362928308143,-14.6951849215367,6.92092942181874e-49,3.09036517363113e-46
9429,530.137546185866,-4.12029939384983,0.280484877380507,-14.6899163774174,7.48060566318679e-49,3.28639898474003e-46
4499,2410.65190726158,-5.08241427134682,0.346358824562795,-14.6738408578511,9.48221158153698e-49,4.09962665171277e-46
54855,1837.82131349637,-2.17293843983442,0.148263168693989,-14.6559557506781,1.23407816043049e-48,5.25215952090716e-46
9068,165.725951013686,-4.57760740015378,0.313290052747634,-14.6114035859325,2.37572600033935e-48,9.9553884303451e-46
1368,1856.95079538543,-2.58108222411396,0.176689447373265,-14.6080157161922,2.49684675152184e-48,1.03044108815079e-45
6689,1715.35625194774,-5.09835799134951,0.34968969863539,-14.5796630877177,3.78379431964328e-48,1.5382535772902e-45
6422,797.09475326902,-5.29432245490983,0.363849672482136,-14.5508512314787,5.76808011055574e-48,2.31045538310761e-45
84733,351.698512247504,3.54506627237053,0.24414215580522,14.5205004055049,8.9851909019946e-48,3.54693666360187e-45
57761,1511.16125546397,3.43756037264049,0.237557949538875,14.4704076597443,1.86364340012872e-47,7.25170270467228e-45
7023,774.657738116736,1.59960182627389,0.110651153245044,14.4562598704368,2.28902653844826e-47,8.78147955693714e-45
10050,701.69170910545,-4.15263103260913,0.288057793599922,-14.4159648684133,4.10659784680159e-47,1.55354877987752e-44
257000,184.95985351521,-3.54324924971583,0.245908811118835,-14.4087933799312,4.55600450647378e-47,1.69995138010045e-44
11240,6637.54331202342,-3.66068547757419,0.254271863541501,-14.3967383043807,5.42436900634284e-47,1.99660760803738e-44
54738,198.218775101437,-5.38839215328272,0.374692592696726,-14.3808344715372,6.82664473915157e-47,2.47925532540014e-44
115908,676.604857674415,3.47067933493375,0.242527514621084,14.3104560336431,1.88274660397916e-46,6.74766473673477e-44
94234,1731.48318957908,5.51683686055867,0.387311097476091,14.2439421346538,4.8889520601266e-46,1.72941917160686e-43
57126,9180.30230967494,-5.51096104424549,0.387109615582439,-14.2361770992275,5.46351628230984e-46,1.90788790381481e-43
4316,1013.66077735757,6.05578547940244,0.425714154866072,14.2250038204804,6.41008501598832e-46,2.21009994513278e-43
4488,231.872827222794,4.54259332800171,0.319480298197831,14.2186962815116,7.01476095576549e-46,2.38835073641426e-43
4085,946.429450122523,1.76043016393818,0.123819918221483,14.2176653742349,7.11884909900101e-46,2.39386681183444e-43
1113,16810.4937701538,-5.23293113443241,0.368247188390816,-14.2103763434,7.89998101184038e-46,2.62414247317693e-43
284076,227.297013451026,-2.6504668503861,0.186648412615488,-14.2003181985066,9.11973731607574e-46,2.99281210861772e-43
